                                                                                                             
{'loss': 2.0951, 'grad_norm': 2.7279646396636963, 'learning_rate': 1.9999995401862752e-05, 'epoch': 0.0}
{'loss': 1.0236, 'grad_norm': 1.3544869422912598, 'learning_rate': 1.9602508672226414e-05, 'epoch': 0.27}
{'loss': 1.2694, 'grad_norm': 1.375392198562622, 'learning_rate': 1.9589014040268678e-05, 'epoch': 0.27}
{'loss': 1.2959, 'grad_norm': 1.4319422245025635, 'learning_rate': 1.9575298950703244e-05, 'epoch': 0.28}
{'loss': 1.244, 'grad_norm': 1.578985333442688, 'learning_rate': 1.9561363718848854e-05, 'epoch': 0.28}
{'loss': 1.1803, 'grad_norm': 1.884256362915039, 'learning_rate': 1.954720866508546e-05, 'epoch': 0.29}
{'loss': 1.0684, 'grad_norm': 1.4458030462265015, 'learning_rate': 1.953283411484686e-05, 'epoch': 0.29}
{'loss': 1.1665, 'grad_norm': 1.5763530731201172, 'learning_rate': 1.9518240398613226e-05, 'epoch': 0.3}
{'loss': 1.1645, 'grad_norm': 1.7074865102767944, 'learning_rate': 1.950342785190349e-05, 'epoch': 0.3}
{'loss': 1.2109, 'grad_norm': 1.4682936668395996, 'learning_rate': 1.948839681526764e-05, 'epoch': 0.31}
{'loss': 1.2139, 'grad_norm': 1.5051263570785522, 'learning_rate': 1.9473147634278884e-05, 'epoch': 0.31}
{'loss': 1.1665, 'grad_norm': 1.4271011352539062, 'learning_rate': 1.9457680659525718e-05, 'epoch': 0.32}
{'loss': 1.2256, 'grad_norm': 1.8671703338623047, 'learning_rate': 1.9441996246603848e-05, 'epoch': 0.32}
{'loss': 1.1142, 'grad_norm': 1.6629985570907593, 'learning_rate': 1.942609475610803e-05, 'epoch': 0.32}
{'loss': 1.1649, 'grad_norm': 2.0828917026519775, 'learning_rate': 1.9409976553623767e-05, 'epoch': 0.33}
{'loss': 1.1006, 'grad_norm': 1.5866258144378662, 'learning_rate': 1.9393642009718915e-05, 'epoch': 0.33}
{'loss': 1.1701, 'grad_norm': 1.5298280715942383, 'learning_rate': 1.937709149993516e-05, 'epoch': 0.34}
{'loss': 1.1765, 'grad_norm': 1.6140886545181274, 'learning_rate': 1.9360325404779373e-05, 'epoch': 0.34}
{'loss': 0.9743, 'grad_norm': 1.453173041343689, 'learning_rate': 1.934334410971489e-05, 'epoch': 0.35}
{'loss': 1.0375, 'grad_norm': 1.4348984956741333, 'learning_rate': 1.9326148005152606e-05, 'epoch': 0.35}
{'loss': 1.2091, 'grad_norm': 1.962296724319458, 'learning_rate': 1.9308737486442045e-05, 'epoch': 0.36}
{'loss': 1.0203, 'grad_norm': 1.7818228006362915, 'learning_rate': 1.9291112953862242e-05, 'epoch': 0.36}
{'loss': 1.1203, 'grad_norm': 1.7848427295684814, 'learning_rate': 1.9273274812612557e-05, 'epoch': 0.37}
{'loss': 1.114, 'grad_norm': 1.6161065101623535, 'learning_rate': 1.9255223472803337e-05, 'epoch': 0.37}
{'loss': 1.0844, 'grad_norm': 1.6833343505859375, 'learning_rate': 1.923695934944651e-05, 'epoch': 0.38}
{'loss': 0.898, 'grad_norm': 1.8473955392837524, 'learning_rate': 1.9218482862446036e-05, 'epoch': 0.38}
{'loss': 1.0955, 'grad_norm': 2.0306453704833984, 'learning_rate': 1.9199794436588244e-05, 'epoch': 0.38}
{'loss': 1.0291, 'grad_norm': 1.5435210466384888, 'learning_rate': 1.9180894501532082e-05, 'epoch': 0.39}
{'loss': 1.1304, 'grad_norm': 1.3984522819519043, 'learning_rate': 1.9161783491799232e-05, 'epoch': 0.39}
{'loss': 1.0051, 'grad_norm': 1.7400884628295898, 'learning_rate': 1.9142461846764108e-05, 'epoch': 0.4}
{'loss': 1.057, 'grad_norm': 1.7582104206085205, 'learning_rate': 1.9122930010643774e-05, 'epoch': 0.4}
{'loss': 0.9523, 'grad_norm': 2.105203866958618, 'learning_rate': 1.910318843248772e-05, 'epoch': 0.41}
{'loss': 1.0055, 'grad_norm': 1.8888843059539795, 'learning_rate': 1.908323756616754e-05, 'epoch': 0.41}
{'loss': 0.9294, 'grad_norm': 1.386493444442749, 'learning_rate': 1.9063077870366504e-05, 'epoch': 0.42}
{'loss': 0.9698, 'grad_norm': 1.6132251024246216, 'learning_rate': 1.904270980856899e-05, 'epoch': 0.42}
{'loss': 1.0716, 'grad_norm': 2.5574023723602295, 'learning_rate': 1.902213384904986e-05, 'epoch': 0.43}
{'loss': 0.9513, 'grad_norm': 1.6382266283035278, 'learning_rate': 1.9001350464863676e-05, 'epoch': 0.43}
{'loss': 0.9247, 'grad_norm': 1.6677241325378418, 'learning_rate': 1.898036013383382e-05, 'epoch': 0.43}
{'loss': 0.887, 'grad_norm': 1.467128872871399, 'learning_rate': 1.895916333854152e-05, 'epoch': 0.44}
{'loss': 0.8609, 'grad_norm': 1.779786467552185, 'learning_rate': 1.893776056631475e-05, 'epoch': 0.44}
{'loss': 0.9269, 'grad_norm': 2.1547670364379883, 'learning_rate': 1.891615230921703e-05, 'epoch': 0.45}
{'loss': 0.811, 'grad_norm': 1.6660048961639404, 'learning_rate': 1.88943390640361e-05, 'epoch': 0.45}
{'loss': 0.9959, 'grad_norm': 1.8116685152053833, 'learning_rate': 1.8872321332272515e-05, 'epoch': 0.46}
{'loss': 0.9344, 'grad_norm': 1.7487844228744507, 'learning_rate': 1.8850099620128106e-05, 'epoch': 0.46}
{'loss': 0.8932, 'grad_norm': 1.8869898319244385, 'learning_rate': 1.882767443849435e-05, 'epoch': 0.47}
{'loss': 0.8276, 'grad_norm': 1.645747184753418, 'learning_rate': 1.8805046302940605e-05, 'epoch': 0.47}
{'loss': 0.8344, 'grad_norm': 1.9838694334030151, 'learning_rate': 1.8782215733702286e-05, 'epoch': 0.48}
{'loss': 0.8382, 'grad_norm': 1.6453943252563477, 'learning_rate': 1.875918325566888e-05, 'epoch': 0.48}
{'loss': 0.8158, 'grad_norm': 1.9511289596557617, 'learning_rate': 1.873594939837189e-05, 'epoch': 0.49}
{'loss': 0.787, 'grad_norm': 1.6268672943115234, 'learning_rate': 1.871251469597265e-05, 'epoch': 0.49}
{'loss': 0.8569, 'grad_norm': 1.6551334857940674, 'learning_rate': 1.8688879687250067e-05, 'epoch': 0.49}
{'loss': 0.9398, 'grad_norm': 1.5479176044464111, 'learning_rate': 1.8665044915588208e-05, 'epoch': 0.5}
{'loss': 0.7809, 'grad_norm': 1.8280495405197144, 'learning_rate': 1.8641010928963826e-05, 'epoch': 0.5}
{'loss': 0.8224, 'grad_norm': 1.773133397102356, 'learning_rate': 1.861677827993374e-05, 'epoch': 0.51}
{'loss': 0.8471, 'grad_norm': 2.358172655105591, 'learning_rate': 1.859234752562217e-05, 'epoch': 0.51}
{'loss': 0.7791, 'grad_norm': 1.4989022016525269, 'learning_rate': 1.856771922770788e-05, 'epoch': 0.52}
{'loss': 0.7456, 'grad_norm': 1.7515442371368408, 'learning_rate': 1.8542893952411302e-05, 'epoch': 0.52}
{'loss': 0.8284, 'grad_norm': 1.7604060173034668, 'learning_rate': 1.85178722704815e-05, 'epoch': 0.53}
{'loss': 0.8693, 'grad_norm': 1.5908589363098145, 'learning_rate': 1.8492654757183057e-05, 'epoch': 0.53}
{'loss': 0.8459, 'grad_norm': 2.002797842025757, 'learning_rate': 1.8467241992282842e-05, 'epoch': 0.54}
{'loss': 0.7192, 'grad_norm': 1.5402178764343262, 'learning_rate': 1.8441634560036686e-05, 'epoch': 0.54}
{'loss': 0.7204, 'grad_norm': 1.6761255264282227, 'learning_rate': 1.8415833049175942e-05, 'epoch': 0.54}
{'loss': 0.7304, 'grad_norm': 1.7521419525146484, 'learning_rate': 1.838983805289396e-05, 'epoch': 0.55}
{'loss': 0.8039, 'grad_norm': 1.9180946350097656, 'learning_rate': 1.836365016883245e-05, 'epoch': 0.55}
{'loss': 0.8538, 'grad_norm': 2.028766393661499, 'learning_rate': 1.8337269999067728e-05, 'epoch': 0.56}
{'loss': 0.6593, 'grad_norm': 1.6507412195205688, 'learning_rate': 1.831069815009688e-05, 'epoch': 0.56}
{'loss': 0.7369, 'grad_norm': 1.6528518199920654, 'learning_rate': 1.828393523282383e-05, 'epoch': 0.57}
{'loss': 0.7278, 'grad_norm': 1.5675482749938965, 'learning_rate': 1.825698186254528e-05, 'epoch': 0.57}
{'loss': 0.7, 'grad_norm': 1.7350802421569824, 'learning_rate': 1.8229838658936566e-05, 'epoch': 0.58}
{'loss': 0.7409, 'grad_norm': 1.659040927886963, 'learning_rate': 1.820250624603742e-05, 'epoch': 0.58}
{'loss': 0.6622, 'grad_norm': 1.638440728187561, 'learning_rate': 1.8174985252237616e-05, 'epoch': 0.59}
{'loss': 0.6942, 'grad_norm': 2.2047696113586426, 'learning_rate': 1.8147276310262527e-05, 'epoch': 0.59}
{'loss': 0.7469, 'grad_norm': 2.016495704650879, 'learning_rate': 1.811938005715857e-05, 'epoch': 0.59}
{'loss': 0.6885, 'grad_norm': 1.8431944847106934, 'learning_rate': 1.809129713427856e-05, 'epoch': 0.6}
{'loss': 0.8137, 'grad_norm': 1.5078388452529907, 'learning_rate': 1.8063028187266987e-05, 'epoch': 0.6}
{'loss': 0.6832, 'grad_norm': 1.8498709201812744, 'learning_rate': 1.8034573866045145e-05, 'epoch': 0.61}
{'loss': 0.6897, 'grad_norm': 1.781866192817688, 'learning_rate': 1.8005934824796204e-05, 'epoch': 0.61}
{'loss': 0.6697, 'grad_norm': 1.6661367416381836, 'learning_rate': 1.7977111721950163e-05, 'epoch': 0.62}
{'loss': 0.6747, 'grad_norm': 1.7317942380905151, 'learning_rate': 1.7948105220168717e-05, 'epoch': 0.62}
{'loss': 0.6554, 'grad_norm': 1.642211675643921, 'learning_rate': 1.7918915986330023e-05, 'epoch': 0.63}
{'loss': 0.6472, 'grad_norm': 1.6239862442016602, 'learning_rate': 1.7889544691513357e-05, 'epoch': 0.63}
{'loss': 0.6538, 'grad_norm': 1.6376866102218628, 'learning_rate': 1.7859992010983703e-05, 'epoch': 0.64}
{'loss': 0.6641, 'grad_norm': 1.6674646139144897, 'learning_rate': 1.7830258624176224e-05, 'epoch': 0.64}
{'loss': 0.6935, 'grad_norm': 1.7339609861373901, 'learning_rate': 1.7800345214680622e-05, 'epoch': 0.65}
{'loss': 0.5647, 'grad_norm': 1.999351978302002, 'learning_rate': 1.777025247022545e-05, 'epoch': 0.65}
{'loss': 0.5883, 'grad_norm': 1.7795825004577637, 'learning_rate': 1.7739981082662275e-05, 'epoch': 0.65}
{'loss': 0.6047, 'grad_norm': 1.610495924949646, 'learning_rate': 1.7709531747949796e-05, 'epoch': 0.66}
{'loss': 0.6575, 'grad_norm': 1.8875340223312378, 'learning_rate': 1.7678905166137826e-05, 'epoch': 0.66}
{'loss': 0.6069, 'grad_norm': 1.8685085773468018, 'learning_rate': 1.76481020413512e-05, 'epoch': 0.67}
{'loss': 0.5056, 'grad_norm': 1.8039193153381348, 'learning_rate': 1.761712308177359e-05, 'epoch': 0.67}
{'loss': 0.5932, 'grad_norm': 1.6373794078826904, 'learning_rate': 1.7585968999631235e-05, 'epoch': 0.68}
{'loss': 0.6183, 'grad_norm': 1.7812660932540894, 'learning_rate': 1.7554640511176543e-05, 'epoch': 0.68}
{'loss': 0.6336, 'grad_norm': 1.5516904592514038, 'learning_rate': 1.7523138336671628e-05, 'epoch': 0.69}
{'loss': 0.5931, 'grad_norm': 1.8982003927230835, 'learning_rate': 1.749146320037178e-05, 'epoch': 0.69}
{'loss': 0.6801, 'grad_norm': 1.6903959512710571, 'learning_rate': 1.745961583050877e-05, 'epoch': 0.7}
{'loss': 0.5863, 'grad_norm': 1.5513935089111328, 'learning_rate': 1.7427596959274145e-05, 'epoch': 0.7}
{'loss': 0.5928, 'grad_norm': 1.6915311813354492, 'learning_rate': 1.7395407322802374e-05, 'epoch': 0.7}
{'loss': 0.5121, 'grad_norm': 1.4846304655075073, 'learning_rate': 1.7363047661153927e-05, 'epoch': 0.71}
{'loss': 0.6025, 'grad_norm': 2.051729679107666, 'learning_rate': 1.7330518718298263e-05, 'epoch': 0.71}
{'loss': 0.5216, 'grad_norm': 1.4936442375183105, 'learning_rate': 1.7297821242096727e-05, 'epoch': 0.72}
{'loss': 0.576, 'grad_norm': 1.7053101062774658, 'learning_rate': 1.726495598428535e-05, 'epoch': 0.72}
{'loss': 0.6403, 'grad_norm': 2.039257526397705, 'learning_rate': 1.723192370045758e-05, 'epoch': 0.73}
{'loss': 0.5, 'grad_norm': 1.8688541650772095, 'learning_rate': 1.7198725150046886e-05, 'epoch': 0.73}
{'loss': 0.6595, 'grad_norm': 1.6871107816696167, 'learning_rate': 1.716536109630932e-05, 'epoch': 0.74}
{'loss': 0.5698, 'grad_norm': 2.112971782684326, 'learning_rate': 1.7131832306305964e-05, 'epoch': 0.74}
{'loss': 0.5224, 'grad_norm': 1.734033465385437, 'learning_rate': 1.7098139550885294e-05, 'epoch': 0.75}
{'loss': 0.5568, 'grad_norm': 1.948007583618164, 'learning_rate': 1.706428360466545e-05, 'epoch': 0.75}
{'loss': 0.5501, 'grad_norm': 1.58609139919281, 'learning_rate': 1.7030265246016443e-05, 'epoch': 0.76}
{'loss': 0.5427, 'grad_norm': 1.3397456407546997, 'learning_rate': 1.699608525704224e-05, 'epoch': 0.76}
{'loss': 0.5018, 'grad_norm': 1.7115325927734375, 'learning_rate': 1.6961744423562797e-05, 'epoch': 0.76}
{'loss': 0.5392, 'grad_norm': 1.6613049507141113, 'learning_rate': 1.6927243535095995e-05, 'epoch': 0.77}
{'loss': 0.5284, 'grad_norm': 2.0205605030059814, 'learning_rate': 1.689258338483947e-05, 'epoch': 0.77}
{'loss': 0.5928, 'grad_norm': 2.04294490814209, 'learning_rate': 1.6857764769652406e-05, 'epoch': 0.78}
{'loss': 0.4509, 'grad_norm': 1.68096125125885, 'learning_rate': 1.6822788490037178e-05, 'epoch': 0.78}
{'loss': 0.5092, 'grad_norm': 1.6696127653121948, 'learning_rate': 1.678765535012098e-05, 'epoch': 0.79}
{'loss': 0.4148, 'grad_norm': 2.031154155731201, 'learning_rate': 1.6752366157637327e-05, 'epoch': 0.79}
{'loss': 0.5281, 'grad_norm': 1.8637818098068237, 'learning_rate': 1.6716921723907472e-05, 'epoch': 0.8}
{'loss': 0.435, 'grad_norm': 1.7512452602386475, 'learning_rate': 1.6681322863821776e-05, 'epoch': 0.8}
{'loss': 0.4622, 'grad_norm': 1.6202826499938965, 'learning_rate': 1.664557039582096e-05, 'epoch': 0.81}
{'loss': 0.472, 'grad_norm': 1.299684762954712, 'learning_rate': 1.660966514187728e-05, 'epoch': 0.81}
{'loss': 0.4547, 'grad_norm': 1.555774450302124, 'learning_rate': 1.6573607927475645e-05, 'epoch': 0.81}
{'loss': 0.4852, 'grad_norm': 2.0703887939453125, 'learning_rate': 1.6537399581594637e-05, 'epoch': 0.82}
{'loss': 0.5162, 'grad_norm': 1.888214111328125, 'learning_rate': 1.6501040936687444e-05, 'epoch': 0.82}
{'loss': 0.4507, 'grad_norm': 1.9409804344177246, 'learning_rate': 1.6464532828662726e-05, 'epoch': 0.83}
{'loss': 0.4371, 'grad_norm': 1.5583440065383911, 'learning_rate': 1.6427876096865394e-05, 'epoch': 0.83}
{'loss': 0.4812, 'grad_norm': 1.9652279615402222, 'learning_rate': 1.6391071584057322e-05, 'epoch': 0.84}
{'loss': 0.4495, 'grad_norm': 1.6750024557113647, 'learning_rate': 1.6354120136397954e-05, 'epoch': 0.84}
{'loss': 0.5024, 'grad_norm': 1.6387962102890015, 'learning_rate': 1.631702260342487e-05, 'epoch': 0.85}
{'loss': 0.4523, 'grad_norm': 1.6735743284225464, 'learning_rate': 1.627977983803424e-05, 'epoch': 0.85}
{'loss': 0.4801, 'grad_norm': 2.3952085971832275, 'learning_rate': 1.624239269646123e-05, 'epoch': 0.86}
{'loss': 0.3998, 'grad_norm': 1.3973557949066162, 'learning_rate': 1.6204862038260293e-05, 'epoch': 0.86}
{'loss': 0.4033, 'grad_norm': 2.578320026397705, 'learning_rate': 1.6167188726285433e-05, 'epoch': 0.86}
{'loss': 0.412, 'grad_norm': 1.7355202436447144, 'learning_rate': 1.6129373626670348e-05, 'epoch': 0.87}
{'loss': 0.4655, 'grad_norm': 1.875257134437561, 'learning_rate': 1.6091417608808535e-05, 'epoch': 0.87}
{'loss': 0.3854, 'grad_norm': 1.752815842628479, 'learning_rate': 1.605332154533328e-05, 'epoch': 0.88}
{'loss': 0.3409, 'grad_norm': 2.0364906787872314, 'learning_rate': 1.6015086312097624e-05, 'epoch': 0.88}
{'loss': 0.3501, 'grad_norm': 4.488869667053223, 'learning_rate': 1.5976712788154195e-05, 'epoch': 0.89}
{'loss': 0.3726, 'grad_norm': 1.5862371921539307, 'learning_rate': 1.5938201855735017e-05, 'epoch': 0.89}
{'loss': 0.3899, 'grad_norm': 1.5694869756698608, 'learning_rate': 1.5899554400231233e-05, 'epoch': 0.9}
{'loss': 0.4615, 'grad_norm': 1.7610443830490112, 'learning_rate': 1.586077131017272e-05, 'epoch': 0.9}
{'loss': 0.3476, 'grad_norm': 1.6375352144241333, 'learning_rate': 1.582185347720771e-05, 'epoch': 0.91}
{'loss': 0.559, 'grad_norm': 1.944699764251709, 'learning_rate': 1.578280179608223e-05, 'epoch': 0.91}
{'loss': 0.3715, 'grad_norm': 2.0411415100097656, 'learning_rate': 1.5743617164619582e-05, 'epoch': 0.92}
{'loss': 0.2956, 'grad_norm': 1.594209909439087, 'learning_rate': 1.5704300483699677e-05, 'epoch': 0.92}
{'loss': 0.3683, 'grad_norm': 1.5868409872055054, 'learning_rate': 1.566485265723833e-05, 'epoch': 0.92}
{'loss': 0.3571, 'grad_norm': 2.0388355255126953, 'learning_rate': 1.562527459216647e-05, 'epoch': 0.93}
{'loss': 0.3382, 'grad_norm': 1.8096866607666016, 'learning_rate': 1.55855671984093e-05, 'epoch': 0.93}
{'loss': 0.4094, 'grad_norm': 1.7917261123657227, 'learning_rate': 1.5545731388865373e-05, 'epoch': 0.94}
{'loss': 0.3064, 'grad_norm': 1.667114496231079, 'learning_rate': 1.55057680793856e-05, 'epoch': 0.94}
{'loss': 0.3577, 'grad_norm': 1.6959110498428345, 'learning_rate': 1.5465678188752212e-05, 'epoch': 0.95}
{'loss': 0.3524, 'grad_norm': 1.6718575954437256, 'learning_rate': 1.5425462638657597e-05, 'epoch': 0.95}
{'loss': 0.3617, 'grad_norm': 1.4426610469818115, 'learning_rate': 1.5385122353683154e-05, 'epoch': 0.96}
{'loss': 0.3504, 'grad_norm': 1.6057182550430298, 'learning_rate': 1.5344658261278013e-05, 'epoch': 0.96}
{'loss': 0.4168, 'grad_norm': 1.5017244815826416, 'learning_rate': 1.5304071291737712e-05, 'epoch': 0.97}
{'loss': 0.2879, 'grad_norm': 2.2325801849365234, 'learning_rate': 1.5263362378182826e-05, 'epoch': 0.97}
{'loss': 0.3602, 'grad_norm': 1.8846737146377563, 'learning_rate': 1.5222532456537482e-05, 'epoch': 0.97}
{'loss': 0.3511, 'grad_norm': 1.9965581893920898, 'learning_rate': 1.5181582465507876e-05, 'epoch': 0.98}
{'loss': 0.3083, 'grad_norm': 1.3345515727996826, 'learning_rate': 1.5140513346560673e-05, 'epoch': 0.98}
{'loss': 0.2866, 'grad_norm': 1.6737788915634155, 'learning_rate': 1.5099326043901361e-05, 'epoch': 0.99}
{'loss': 0.327, 'grad_norm': 1.7272541522979736, 'learning_rate': 1.5058021504452553e-05, 'epoch': 0.99}
{'loss': 0.3703, 'grad_norm': 1.7044216394424438, 'learning_rate': 1.5016600677832212e-05, 'epoch': 1.0}
                                                                                                             
{'eval_loss': 0.3307150602340698, 'eval_runtime': 251.1356, 'eval_samples_per_second': 59.553, 'eval_steps_per_second': 9.927, 'epoch': 1.0}
{'loss': 0.2005, 'grad_norm': 1.3412024974822998, 'learning_rate': 1.4975064516331806e-05, 'epoch': 1.0}
{'loss': 0.1917, 'grad_norm': 1.3682743310928345, 'learning_rate': 1.4933413974894443e-05, 'epoch': 1.01}
{'loss': 0.2761, 'grad_norm': 1.387500286102295, 'learning_rate': 1.4891650011092896e-05, 'epoch': 1.01}
{'loss': 0.2528, 'grad_norm': 1.4361897706985474, 'learning_rate': 1.4849773585107574e-05, 'epoch': 1.02}
{'loss': 0.2291, 'grad_norm': 2.279475688934326, 'learning_rate': 1.4807785659704487e-05, 'epoch': 1.02}
{'loss': 0.1978, 'grad_norm': 1.3633747100830078, 'learning_rate': 1.4765687200213079e-05, 'epoch': 1.02}
