                                                                                                                     
{'loss': 2.7526, 'grad_norm': 9.10511425664772, 'learning_rate': 1.9999998438693904e-05, 'epoch': 0.0}
{'loss': 1.046, 'grad_norm': 1.3934567285159525, 'learning_rate': 1.923397651595726e-05, 'epoch': 0.38}
{'loss': 1.0977, 'grad_norm': 1.4137943471665197, 'learning_rate': 1.9223215800462937e-05, 'epoch': 0.38}
{'loss': 1.0942, 'grad_norm': 1.3245880089772808, 'learning_rate': 1.9212383083698225e-05, 'epoch': 0.38}
{'loss': 1.063, 'grad_norm': 1.241685011508978, 'learning_rate': 1.9201478450229012e-05, 'epoch': 0.38}
{'loss': 1.173, 'grad_norm': 1.2774520977007096, 'learning_rate': 1.9190501985182593e-05, 'epoch': 0.39}
{'loss': 1.0817, 'grad_norm': 1.3664175347546175, 'learning_rate': 1.9179453774247023e-05, 'epoch': 0.39}
{'loss': 1.1605, 'grad_norm': 1.276002128116468, 'learning_rate': 1.9168333903670447e-05, 'epoch': 0.39}
{'loss': 1.0809, 'grad_norm': 1.3516978374842172, 'learning_rate': 1.915714246026042e-05, 'epoch': 0.39}
{'loss': 1.0881, 'grad_norm': 1.2971796683180916, 'learning_rate': 1.9145879531383228e-05, 'epoch': 0.4}
{'loss': 1.0528, 'grad_norm': 1.272674812836878, 'learning_rate': 1.9134545204963214e-05, 'epoch': 0.4}
{'loss': 1.0659, 'grad_norm': 1.4367489024704958, 'learning_rate': 1.912313956948209e-05, 'epoch': 0.4}
{'loss': 1.0417, 'grad_norm': 1.1886349415731365, 'learning_rate': 1.9111662713978242e-05, 'epoch': 0.41}
{'loss': 1.0673, 'grad_norm': 1.3171540277230926, 'learning_rate': 1.910011472804603e-05, 'epoch': 0.41}
{'loss': 1.0724, 'grad_norm': 1.376934123208637, 'learning_rate': 1.9088495701835113e-05, 'epoch': 0.41}
{'loss': 1.0982, 'grad_norm': 1.2817282062544635, 'learning_rate': 1.9076805726049707e-05, 'epoch': 0.41}
{'loss': 1.0827, 'grad_norm': 1.222773220509461, 'learning_rate': 1.906504489194791e-05, 'epoch': 0.42}
{'loss': 1.0435, 'grad_norm': 1.4300067371411453, 'learning_rate': 1.9053213291340978e-05, 'epoch': 0.42}
{'loss': 1.1416, 'grad_norm': 1.3354259336621248, 'learning_rate': 1.9041311016592603e-05, 'epoch': 0.42}
{'loss': 1.0749, 'grad_norm': 1.2308699574090824, 'learning_rate': 1.9029338160618194e-05, 'epoch': 0.42}
{'loss': 1.0694, 'grad_norm': 1.2431454135059026, 'learning_rate': 1.901729481688416e-05, 'epoch': 0.43}
{'loss': 1.0589, 'grad_norm': 1.6048262517287193, 'learning_rate': 1.9005181079407174e-05, 'epoch': 0.43}
{'loss': 1.0761, 'grad_norm': 1.5823211140202122, 'learning_rate': 1.8992997042753437e-05, 'epoch': 0.43}
{'loss': 1.0316, 'grad_norm': 1.515281857760773, 'learning_rate': 1.898074280203794e-05, 'epoch': 0.43}
{'loss': 1.0864, 'grad_norm': 1.3579590002007598, 'learning_rate': 1.8968418452923735e-05, 'epoch': 0.44}
{'loss': 1.0426, 'grad_norm': 1.2317844235756725, 'learning_rate': 1.895602409162116e-05, 'epoch': 0.44}
{'loss': 1.0503, 'grad_norm': 1.2935477975392755, 'learning_rate': 1.894355981488712e-05, 'epoch': 0.44}
{'loss': 1.0322, 'grad_norm': 1.609428271210253, 'learning_rate': 1.8931025720024305e-05, 'epoch': 0.45}
{'loss': 1.1381, 'grad_norm': 1.2530470117185457, 'learning_rate': 1.891842190488045e-05, 'epoch': 0.45}
{'loss': 1.0509, 'grad_norm': 1.2740037322834574, 'learning_rate': 1.8905748467847568e-05, 'epoch': 0.45}
{'loss': 1.1458, 'grad_norm': 1.2899757444630848, 'learning_rate': 1.889300550786116e-05, 'epoch': 0.45}
{'loss': 1.1697, 'grad_norm': 1.3103716267951424, 'learning_rate': 1.8880193124399474e-05, 'epoch': 0.46}
{'loss': 1.0968, 'grad_norm': 1.297680541206754, 'learning_rate': 1.8867311417482707e-05, 'epoch': 0.46}
{'loss': 1.0025, 'grad_norm': 1.2814946249226977, 'learning_rate': 1.8854360487672237e-05, 'epoch': 0.46}
{'loss': 1.0922, 'grad_norm': 1.3680265341496292, 'learning_rate': 1.8841340436069825e-05, 'epoch': 0.46}
{'loss': 1.0952, 'grad_norm': 1.204539634922288, 'learning_rate': 1.8828251364316843e-05, 'epoch': 0.47}
{'loss': 1.0826, 'grad_norm': 1.3111225348936582, 'learning_rate': 1.8815093374593463e-05, 'epoch': 0.47}
{'loss': 1.0756, 'grad_norm': 1.556118936705554, 'learning_rate': 1.8801866569617867e-05, 'epoch': 0.47}
{'loss': 1.0428, 'grad_norm': 1.3199915504624982, 'learning_rate': 1.8788571052645448e-05, 'epoch': 0.47}
{'loss': 1.1089, 'grad_norm': 1.358420395104787, 'learning_rate': 1.8775206927467998e-05, 'epoch': 0.48}
{'loss': 0.9991, 'grad_norm': 1.836152289005563, 'learning_rate': 1.8761774298412905e-05, 'epoch': 0.48}
{'loss': 1.0315, 'grad_norm': 1.3711796155729221, 'learning_rate': 1.8748273270342333e-05, 'epoch': 0.48}
{'loss': 1.0915, 'grad_norm': 1.570810317518318, 'learning_rate': 1.8734703948652398e-05, 'epoch': 0.49}
{'loss': 1.0854, 'grad_norm': 1.1554282184188192, 'learning_rate': 1.872106643927236e-05, 'epoch': 0.49}
{'loss': 1.07, 'grad_norm': 1.3899195636233934, 'learning_rate': 1.870736084866379e-05, 'epoch': 0.49}
{'loss': 1.0082, 'grad_norm': 1.298320990336072, 'learning_rate': 1.869358728381973e-05, 'epoch': 0.49}
{'loss': 1.0112, 'grad_norm': 1.3926448036282746, 'learning_rate': 1.867974585226386e-05, 'epoch': 0.5}
{'loss': 1.0246, 'grad_norm': 1.719950265390895, 'learning_rate': 1.8665836662049675e-05, 'epoch': 0.5}
{'loss': 0.9796, 'grad_norm': 1.4076261149813791, 'learning_rate': 1.8651859821759623e-05, 'epoch': 0.5}
{'loss': 1.0834, 'grad_norm': 1.3937606720242106, 'learning_rate': 1.8637815440504272e-05, 'epoch': 0.5}
{'loss': 1.0352, 'grad_norm': 1.2215819405673087, 'learning_rate': 1.862370362792144e-05, 'epoch': 0.51}
{'loss': 1.0104, 'grad_norm': 1.2777280477361461, 'learning_rate': 1.8609524494175346e-05, 'epoch': 0.51}
{'loss': 1.1408, 'grad_norm': 1.2063715409940425, 'learning_rate': 1.859527814995577e-05, 'epoch': 0.51}
{'loss': 1.0347, 'grad_norm': 1.2776986812154159, 'learning_rate': 1.8580964706477163e-05, 'epoch': 0.51}
{'loss': 1.053, 'grad_norm': 1.2164482896049333, 'learning_rate': 1.8566584275477783e-05, 'epoch': 0.52}
{'loss': 0.9876, 'grad_norm': 1.3705375154435742, 'learning_rate': 1.8552136969218836e-05, 'epoch': 0.52}
{'loss': 1.0179, 'grad_norm': 1.28041620106943, 'learning_rate': 1.853762290048359e-05, 'epoch': 0.52}
{'loss': 1.0001, 'grad_norm': 1.3233239978964417, 'learning_rate': 1.852304218257649e-05, 'epoch': 0.53}
{'loss': 1.0149, 'grad_norm': 1.1923550350445573, 'learning_rate': 1.8508394929322287e-05, 'epoch': 0.53}
{'loss': 0.9927, 'grad_norm': 1.3897328282640777, 'learning_rate': 1.8493681255065134e-05, 'epoch': 0.53}
{'loss': 1.0631, 'grad_norm': 1.2293844361136348, 'learning_rate': 1.8478901274667716e-05, 'epoch': 0.53}
{'loss': 1.0572, 'grad_norm': 1.2538889367679185, 'learning_rate': 1.8464055103510318e-05, 'epoch': 0.54}
{'loss': 1.0962, 'grad_norm': 1.3283784855702228, 'learning_rate': 1.844914285748996e-05, 'epoch': 0.54}
{'loss': 1.0283, 'grad_norm': 1.3420357145226811, 'learning_rate': 1.8434164653019473e-05, 'epoch': 0.54}
{'loss': 1.0869, 'grad_norm': 1.2879706408464973, 'learning_rate': 1.841912060702659e-05, 'epoch': 0.54}
{'loss': 1.0721, 'grad_norm': 1.3502401318700004, 'learning_rate': 1.8404010836953048e-05, 'epoch': 0.55}
{'loss': 1.0339, 'grad_norm': 1.277112808405538, 'learning_rate': 1.838883546075365e-05, 'epoch': 0.55}
{'loss': 1.1387, 'grad_norm': 1.224607693391377, 'learning_rate': 1.8373594596895356e-05, 'epoch': 0.55}
{'loss': 1.0361, 'grad_norm': 1.3064372458440494, 'learning_rate': 1.8358288364356366e-05, 'epoch': 0.55}
{'loss': 1.086, 'grad_norm': 1.4073169857156733, 'learning_rate': 1.8342916882625174e-05, 'epoch': 0.56}
{'loss': 1.0174, 'grad_norm': 1.2679784129738016, 'learning_rate': 1.8327480271699647e-05, 'epoch': 0.56}
{'loss': 1.0265, 'grad_norm': 1.3881018069558062, 'learning_rate': 1.8311978652086078e-05, 'epoch': 0.56}
{'loss': 1.0736, 'grad_norm': 1.2021324000938987, 'learning_rate': 1.8296412144798266e-05, 'epoch': 0.57}
{'loss': 1.0236, 'grad_norm': 1.259238353570841, 'learning_rate': 1.8280780871356543e-05, 'epoch': 0.57}
{'loss': 1.0302, 'grad_norm': 1.2649287926588555, 'learning_rate': 1.826508495378685e-05, 'epoch': 0.57}
{'loss': 1.0055, 'grad_norm': 1.264512478261921, 'learning_rate': 1.824932451461976e-05, 'epoch': 0.57}
{'loss': 0.9945, 'grad_norm': 1.298234579560563, 'learning_rate': 1.8233499676889556e-05, 'epoch': 0.58}
{'loss': 1.0351, 'grad_norm': 1.5372334837247887, 'learning_rate': 1.8217610564133234e-05, 'epoch': 0.58}
{'loss': 1.0388, 'grad_norm': 1.4022370854327664, 'learning_rate': 1.8201657300389563e-05, 'epoch': 0.58}
{'loss': 1.0345, 'grad_norm': 1.313373553841079, 'learning_rate': 1.81856400101981e-05, 'epoch': 0.58}
{'loss': 0.9426, 'grad_norm': 1.21764967485826, 'learning_rate': 1.8169558818598236e-05, 'epoch': 0.59}
{'loss': 1.0956, 'grad_norm': 1.3734097999355177, 'learning_rate': 1.81534138511282e-05, 'epoch': 0.59}
{'loss': 1.0514, 'grad_norm': 1.3276669918194453, 'learning_rate': 1.81372052338241e-05, 'epoch': 0.59}
{'loss': 1.0113, 'grad_norm': 1.2138808754049564, 'learning_rate': 1.8120933093218918e-05, 'epoch': 0.59}
{'loss': 1.032, 'grad_norm': 1.2647950662465781, 'learning_rate': 1.8104597556341538e-05, 'epoch': 0.6}
{'loss': 1.0366, 'grad_norm': 1.2763443111064297, 'learning_rate': 1.8088198750715742e-05, 'epoch': 0.6}
